pr;XML;Concurrency;HTTP;Memory;Network;CommandLine;OpenOffice Documents;Utils;Dependency;Throws;Logging;Latex;Data Structure;Test;JDK;Runtime;IO;Annotation ;UI;Security;Database;User Preferences;Data;Monitoring;Text Utility;Title;Body
3735;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;convert strings dialog to javafx;convert strings dialog to javafx  i decided to take a shot at the string dialog.  but i have some questions about the **string** handling in the database class. i know that i can define some user defined strings as kind of template and then reuse them in my bib entries.  the only thing which does not look that good is the position of the validation error icon. needs perhaps some css tweaking  but for the moment not important.  -   store strings back in db -  validate strings and label   (    ----  -   -   -   () -  -   ( []()?)
3744;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0; fix author parsing with ands;fixes     --> i think that the issue is not with the junior suffix.  first i tried to implement a new method but it didn t make any sense i have tested inputs examples in the form fname lname fname lname fname lname fname lname..... so the problem is always with the  and  that comes before the last author s name before normalizing i added replaceall method that replaces all and sepertaing between two names with a comma to get to my tested case and then normalizing it...  ----  -   -   -   () -  -   ( []()?)
3745;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0; added test cases for pureauth;added the test case pureauth    fixes   ----  -   -   -   () -  -   ( []()?)
3746;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;method to convert german months (fix for issue 3536);i added a method that can convert a german month to an english one by entering either the short or long form (lower and upper case both work). this was an attempt to solve issue #3536.   ----  -   -   -   () -  -   ( []()?)
3751;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;add the menubar to the titlebar in macos;3146  ![titlebar](https://user-images.ent.com/1254003/36424759-bf93ba9e-1644-11e8-828d-0d46d64dc343.png)
3760;0;1;0;0;1;0;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;0;0;pressing esc while searching clears searchfield and selects first available entry;         ( (        as the title describes  search field gets cleared when pressing the escape key during search and selects first available entry  this time using javafx.  description already existent in changelog.md from earlier pull request (on older swing platform).  reference:   ----  -   -   -   () -  -   ( []()?)
3761;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;don t trim when migrating review field;fixes 311
3762;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;meaningful button review field migration;fixes   sorry  the pr quality of  was really not so good.
3766;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;update architecture tests to catch static imports;fixes a part of #2617  updates the architecture tests to junit5 and also catches violations in static imports now. i tested this by adding a static import and checking that the build breaks. it does  but of course i had to remove the cause again.  ----  -   -   -  -   () -  ( -   ( []()?)
3767;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;extend toolbar with more icons and add tool tips;i know this is a controversial topic in the maintable-beta right now  but to get the discussion going a little more and taking inspiration from #3678  i took the liberty to extend the toolbar with more buttons here.  this is really not meant as a final say  it just moves the code in place for some buttons that seem of some value for me. they can be removed again  resorted  and the layout is probably also not perfect.  here s a screenshot: ![toolbar](  ----  -   -   -  -   () -  ( -   ( []()?)
3769;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;0;0;0;add group coloring in maintable as replacement for marked entries;         ( (        instead of  marking entries  to highlight them  the entries in the maintable now have a small colored bar in front of them whose color comes from the first group that matches them (see picture below). for migration  a group is created for every value of the  __markedentry  field and the entry is added to this group.    (  further changes: - change default icon for groups from ![label-outline-1]( to a circle because a colored version of the old icon was hard to distinguish from its black counterpart. - fixed an issue where the default icon of a group was not colored correctly.   ----  -   -   -  -   () -  ( -   ( []()?)
3778;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix delete action and convert confirmation dialog to javafx;         ( (        fixes the delete action in the maintable branch and the  do you really want to delete the entry -dialog is converted to javafx. moreover  a few lines of javafx-swing-interaction code in  fxdialog  are deleted since it is no longer needed.  ----  -   -   -  -   () -  ( -   ( []()?)
3783;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;save order of columns across sessions;         ( (        after the user reorder the columns of the maintable per drag and drop  these changes are now saved in the preferences. moreover  i refactored a bit how preferences are loaded from the global preferences class.  ----  -   -   -  -   () -  ( -   ( []()?)
3784;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;allow side pane to be completely hidden;         ( (        fixes points 3. and 4. of  > another issue is that the search-bar is connected to the splitter between main-table and the left side bar. when i resize the main-table  it is possible to move the search-bar over the toolbar icons:  > when closing the sidebar  the main-table is not maximized anymore. as can be seen in the image above  we end up with a gray area where the side-bar was.   ----  -   -   -  -   () -  ( -   ( []()?)
3785;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;show empty group pane if no database is open;         ( (        fixes an issue where the group tree of the last database is still shown even after the database was closed. reported in   ----  -   -   -  -   () -  ( -   ( []()?)
3789;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;add telemetry to track every action;         ( (        adds telemetry tracking to every menu/toolbar action.  ----  -   -   -  -   () -  ( -   ( []()?)
3790;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;set main stage for file dialogs;         ( (        sets the correct parent for the file dialogs so that these are now modal.   ----  -   -   -  -   () -  ( -   ( []()?)
3798;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;new crowdin translations;enjoy!
3800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;change open last edited dialgo to javafx;3799 @halirutan  have a look if this works for you           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3801;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;dialogstojavafx;i have converted a lot of dialogs to javafx. i did not test each one.  some of them are going to be replaced in the near future (e.g. the strings dialog and the import of files/drag and drop stuff)  so i did not convert them.  dialogs which need special treatment are marked with todo statements. some of the candidates are the ones that integrate html or the preview pane           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3806;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;update applicationinsights from 1.0.9 -> 2.0.1;@tobiasdiez this is another round of trying to update the applicationinsights.  refs       and 3313
3808;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;remove color customization for maintable from preferences;         ( (        this pr removes all the old code related to color customization of the maintable. in principle  it is possible to allow a similar customization also with javafx  but it is way easier to let the user switch between themes defined in different css files. the complexity of the current approach is perhaps best illustrated by the huge number of lines which are removed with  this pr. at some point  we should discuss how we facilitate the development / embedding of new themes  but this is not the purpose of this pr.    ----  -   -   -  -   () -  ( -   ( []()?)
3820;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3796: pretend that we have every translation for every key;3796  -   -   -  -   () -  ( -   ( []()?)
3821;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;fix copy linked files dialog showing npe when no linked files;         ( (        3818  (ignore the branch name  i  thought it was a different error)  the part in the copytask should also be copied to the maintable beta branch. the rest is already there.   ----  -   -   -  -   () -  ( -   ( []()?)
3824;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;provides download option in context menu and 3614;         ( (        inspired by the discussion in #3818  i added a  download file  option in the context menu of a linked file (if it is an online link). moreover  the bug #3614 is fixed.  this pr was brought to you with the support of coffee from the jabref cup!  ----  -   -   -  -   () -  ( -   ( []()?)
3825;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;disable duplicate finder test in localization until tl is complete;i had to disable the localization duplicate detection test for the moment  because as tl is not yet fully translated it still contains the english values.            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3826;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;show dialog when copy files did not found file;follow up from #3818  3818            ( (        (  ----  -   -   -  -   () -  ( -   ( []()?)
3847;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;watch main css file for change and reapply automatically;         ( (        with this pr  working on styling and css files should be easier. css files are now watched for changes and automatically reloaded. thus jabref does not have to be restarted in order to apply a new design. in intellj you can now start debugging  edit the css and apply the changes by  build > build project  or  run > reload changed classes .   the idea of the  themeloader  class is to support external css files (next to the jar file) in the future so that users could change the theme on their own.  i ll add a short note documenting this feature to the wiki after this pr gets merged.  ----  -   -   -  -   () -  ( -   ( []()?)
3857;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;fix some fetchers;
3862;0;0;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;get rid of journal abbrev loader in linkedfiles;cleanup pr for my changes i had to make during merge           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3863;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;fix tests in maintable beta except l10n;i fixed some of the failing tests  except the l10n tests. i am unsure what we do with the l10n issues. let s discuss this in a devcall.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3865;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;do no longer log invalidfieldvalueexceptions during autosave;3811  invalidfieldvalueexceptions are no longer printed into the log when they occur during autosave. fields in the entry editor still have the warning sign next to them.  the normal save operation (ctrl+s) still triggers a warning dialog  saying that the file could not be saved.  ----  -   -   -  -   () -  ( -   ( []()?)
3871;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;switch colors of search icon for the two search modes;3870   ----  -   -   -  -   () -  ( -   ( []()?)
3872;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix freezing by replacing codearea with textarea;i looked a bit more at the freezing problem and could nail it down to the codearea. i replaced the codearea with a simple textarea and now i don t get any freezes anylonger   we don t use any extensive features of the textarea  except for some styling.  we should adapt this for the 4.2 release as a workaround. as we don t have those freezes in the maintable-beta  i am in strong favor of using this.  i did some heavy clicking and scrolling and did not receive any freezes.            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3878;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;improve doi resolution fetcher;- increase timeout as doi resolution often fails from  5000 to  10000  - return doi page if it directly redirects to a pdf (good guess that it is the fulltext then)
3881;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;concurrent fetchers;trying to improve the speed of the fulltext fetcher:  - first the authoritative publisher is queried for the pdf (if user has access) - afterwards we query all remaining sources and take the first result  @jabref/developers  wdyt?
3882;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;priority fetcher;- all fetchers are run in parallel now - the result with the highest priority wins - interruptedexception | executionexception | cancellationexception ignore is more critical  not sure if the code behaves as we want it everytime  trust levels: - source (highest) - publisher - preprint - meta_search - unknown  current trust levels: - doi: source - sciencedircect: publisher - springer: publisher - acs: publisher - ieee: publisher - google scholar: meta_search - arxiv: preprint - openaccessdoi: meta_search
3883;0;0;0;0;0;0;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;reenable closing of entry preview by pressing esc;         ( (        problem was that we had a few key-bindings that were bound to  esc   but only the first binding was returned (e.g. user pressed  esc   was recognized as  dialogclose  but preview only reacted on  entrypreviewclose ).   ----  -   -   -  -   () -  ( -   ( []()?)
3884;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;bunch of smaller improvements;         ( (        will merge directly. push on maintable-beta was not possible for some reason....  ----  -   -   -  -   () -  ( -   ( []()?)
3886;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;state button;         ( (        a bit refactoring around fxml files (see commit messages for details). most notable change is the introduction of  jabreficonview  which makes it possible to use the  jabreficons  enum in fxml files  which help to have a consistent usage of icons across jabref.   please merge and don t squash.   ----  -   -   -  -   () -  ( -   ( []()?)
3887;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;improvements around external file types;         ( (        i tried to implement #3885 but changes of the file type in the linked file editor are not saved for some reason. i ll investigate this again after  is merged. thus only some relative minor code improvements / fixes: - refactor external file type classes and extract a common  externalfiletype  interface. - extract all built-in file types to separate enum (implementing  externalfiletype ) - fix display of external file type editor dialog (which is not shown in the current maintable-beta version)  ----  -   -   -  -   () -  ( -   ( []()?)
3891;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;dark theme;         ( (        this pr adds a dark theme. based on the wonderful work of @halirutan  this was really easy and only a handful of colors had to be changed.  ( the highlight color is taken from the icon that won the design contest last year. in the end  the dark theme is more a spielerei from my side to test how nicely the javafx styling works and i definitely think we should provide a light theme as the default.  the dark theme was also a nice test because it revealed a few 1-px wide borders  shadows and other small stuff. based on these discoveries  i also changed the light theme a bit. these changes are just a proposal and are open for discussion. in my opinion  the light theme still needs a bit of love until it is finished (e.g. i find the side pane should be colored in a darker color to better distinguish it from the main table and the background color of the header looks a bit  dirty .)  ![image](   ----  -   -   -  -   () -  ( -   ( []()?)
3893;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;executor service improvements;
3895;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;add xmp exporter;refs 319](  adds the first functionality to export the bib entries in a single .xmp file.  @koppor for a first review: please check the output format of the new .xmp file. there is also a <?xpacket begin= ﻿  id= w5m0mpcehihzreszntczkc9d ?> tag included. should i remove this tag?  the cli support is planned for the next days :) ----  -   -   -  -   () -  ( -   ( []( updated the help page within the already opened pull request.
3899;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;code style issues;fixed some code style issues.
3904;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0; add union/intersection toogle to groups menu;3269   3739            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3907;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;integrate codestyletest into stringutiltest;during   i observed that having many classes causes difficulties in migrating to a multi module build. since 1) we have [archunit]( in place and 2) the current test in  codestyletest  just covers  stringutils . therefore  i propose to include the test included there into  stringutiltest .
3909;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;add required mock to linkedfileviewmodeltest;while working on #3704  test were failing in other settings. this is a quick fix to get the tests running.
3911;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;remove all @author comments and empty method/class comments;this removes all  @author  patterns as we do not track author ship by these annotations  but with the version control system git.  some other obsolete headers were also removed (e.g.   $id ).
3919;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;formatter refactoring;         ( (        refactor the regular expression-based formatter. previously  the regex was sent through a static  setregex  method  now it gets passed as a normal constructor argument.  ----  -   -   -  -   () -  ( -   ( []()?)
3927;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;prevent accidentaly deleting a second file when pressing del key;3926   the key listener was triggered twice (on pressed + released) resulting in the selection of the second file             ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3931;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;3929 correct fetcher messages;3929
3932;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;corporate names in brackets are valid corporate authors;3928
3942;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0; add external application selection to preferences;wip - add external application selection to preferences  this pull request is in regards to #674.  this initial commit adds a button to the settings panel for each external application which allows the user to select an application to make default. there is currently a problem with this build where the application will not update the pushtoapplicationbutton. i believe the issue has something to do with the interaction between javafx and swing components. also i plan on adding keybinding options as well in the future  it s just taking me a bit of time to familiarize myself with the program between life events. let me know what you think so far and on the direction i am taking.
3944;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0; replace all ieee urls with  #3930;ieee tests are broken  but they were before. needs to be fixed.   3930
3947;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;pdf exporter - delete xmp actions in the menu bar and the cli option;the idea is  to use a new exporter for writting bib entries to pdf metadata. it enables users to select entries and export these entries via file->export selected entries to a pdf file. this exporter can also be used within the -o cli infrastructure.  java -jar jabref.jar -o   path/article.pdf pdf   path/entries.bib  therefore  the xmp cli and the xmp actions in the menu bar can be deleted.  opinions?  ----  -   -   -  -   () -  ( -   ( []()?)
3950;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;improve search performance;before executing the search there is now a short delay. i tested this with the huge file bib and the performance is way better.  still the entry editor has a high load  but that s out of scope.  thx to @halirutan  who pointed me to the code in  #3553            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3954;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;0;add button-icon for union/intersection in the groups side panel;3269 fix display of state for union/intersection in preferences  as we currently unfortunately don t have icons for set intersection/union   set-center  and  set-all      in the material design font  i used the www and the twitter icon to demonstrate the purpose. @halirutan  will then try to integrate the correoct  icons in jabref             ( (       (   ----  -   -   -  -   () -  ( -   ( []()?)
3964;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;fix xmp exporter;solves 338](  -   changed the behavior of the xmp exporter. remove the ?xpacket tags with xmp metadata in dublin core format to enable users to use the .xmp files  exported by jabref  with the xmpincl latex package.   also adressed the month parsing problem  implemented a workaround and created an issue for the date section within xmpbox (https://issues.apache.org/jira/browse/pdfbox-4196).
3965;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fixed url column;this 3860   url column now shows url or doi correctly and opens on click.  ----  -   -   -  -   () -  ( -   ( []()?)
3967;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;fix ebook.de;refs #3854  unfortunately not a very clean fix  but it is fine again. using the normal inputstream does not return anything. probably as it is detected as automated crawler? the interface with inputstream is just not really fitting here.
3968;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;fix ieee fetcher by enabling cookie support;3966   apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3970;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;fixieee;3966  followup from my previous pr.  now document links  in the format    are supported  too.  and i also tested the paper linked in the issue from university network. that works fine  too.            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3976;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;add generatekey button to entry editor toolbar;when re-designing the entry editor  the generate bibtex button moved to the left on the required fields tab. now i m re-adding it to the toolbar on the left  because i think it should be accessible from all tabs. see screenshot  <img width= 1145  alt= screen shot 2018-04-24 at 22 23 44  src=  >    -   -  manually tested changed features in running jabref
3979;0;0;1;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;1; add text file export for  find unlinked files;this is to add the feature which allows exporting of the list of files found in  find unlinked files  to a text file.  closes issue #3341  i m not sure if it is exactly what you are looking for  but i thought i would give it a shot. hopefully you will be kind though i welcome constructive feedback of course.
3983;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;fix ieee preview does not display month; 3239]( on [maintable-beta]( branch  on month change from combobox on optionalfieldstab  month was not appear on ieee style. the issue get fixed.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3984;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;fix ieee preview does not display month; 3239]( on [master]( branch  on month change from combobox on optionalfieldstab: 1. month was not appear on ieee style. 2. month was not written correctly on sourcetab. both issues get fixed.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
3987;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;migrate to native gradle test task;         ( (        fixes   ----  -   -   -  -   () -  ( -   ( []()?)
3988;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;add  rfc  entry generator id-type option;          3971]( (        3971   [ui image of entry type in dropdown](  rfc  an additional id-based entry generator id type  has been added in order to fetch more complete bibtex data compared to doi fetches of rfc type.  following the diva id type classes as template  an rfc fetcher class and fetcher test has been added. i added rfc to the id-based entry generator list within webfetchers so it is an option in the dialog s dropdown.  currently  the rfc fetcher class accepts search requests with or without the  rfc  prefix--is this an okay feature?  additionally  help in finding the best [rfc bibtex api]( i am using the api referenced in [#3971](  p.s. this is my first ever contribution to open source  so thanks for your patience... 😄   ----  -   -   -  -   () -  ( -   ( []()?)
3993;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;remove deprecated and unused method;
3996;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;3994 duplicate unmodifiable list for sorting;3994      runcommand error: null java.lang.unsupportedoperationexception 	at java.util.collections$unmodifiablelist.sort(unknown source) 	at org.jabref.gui.exporter.exporttoclipboardaction.run(exporttoclipboardaction.java:59) 	at sun.reflect.nativemethodaccessorimpl.invoke0(native method) 	at sun.reflect.nativemethodaccessorimpl.invoke(unknown source) 	at sun.reflect.delegatingmethodaccessorimpl.invoke(unknown source) 	at java.lang.reflect.method.invoke(unknown source) 	at spin.invocation.evaluate(invocation.java:175) 	at spin.off.spinoffevaluator$1.run(spinoffevaluator.java:108) 	at java.lang.thread.run(unknown source)
3998;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;search;
4002;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;0;0;fix look and feel related issues;enabled the change of the l&f for mac. remove gtk l&f  fix migration of old jgoodies l&f  3986  fixes #3995            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4004;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;activate context menu on key press;         ( (        as wished in the [forum](  pressing the  context menu  button on the keyboard should show the context menu.  ----  -   -   -  -   () -  ( -   ( []()?)
4011;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;reimplement tooltips for file and identifier columns;this 3973.  reimplements tooltips for file-  url-/doi- and eprint-column in the maintable-beta.  ----  -   -   -  -   () -  ( -   ( []()?)
4015;1;0;0;0;1;0;0;1;1;0;1;1;1;1;0;1;1;0;1;0;1;0;1;0;1;fix custom exporter not displayed in file chooser;4013  fixed several issues with the custom exporter. - filename check for layout files was wrong  - commandline name for custom exports was the filename and not the name  opposed to what our help says  - custom exports could not be added due to our hardcoded enum - expanded the enum with [mixins](            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4016;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;do not trim or remove whitespace from the title based id fetcher;4014            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4019;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fix acm fetcher import of entries;4018  removed  &  sign from id pattern  tested with a couple of searches  works fine           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4030;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;shortittle bibtexkeypattern now also discards small words;feature request in the forum:            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
4031;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;switch to org.postgresql;         ( (        in [the forum](  there were some reports that the postgre sql integration sometimes fails due to a bug in the sql driver we use. it appears that the driver [pgjdbc-ng]( is no longer maintained and all the features we need are present in the [ official driver ]( thus i switched to the later in the hope that it fixes the issues mentioned in the forum.  ----  -   -   -  -   () -  ( -   ( []()?)
4034;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;remove reflection hack to set wm_class;the wm_class attribute of x11 is set by javafx automatically (  this pr is part of #3421   tested with openjdk 1.8.0_172 and oracle jdk 1.8.0_162   ----  -   -   -  -   () -  ( -   ( []()?)
4035;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;use javafx-native svgpath for logo in about dialog;instead of requiring an additional library for rendering one svg image  the javafx-native [svgpath]( should be used.  removing the dependency  de.codecentric.centerdevice:javafxsvg:1.3.0  also removed the transitive dependency on apache commons io  so its usages had to be removed.  this is part of #3421   ----  -   -   -  -   () -  ( -   ( []()?)
4037;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;fix freeze when importing;         ( (        by using javafx background worker instead of the old swing one.  ----  -   -   -  -   () -  ( -   ( []()?)
4039;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;use all-text-fields magic also in bibtex cleanup.;the cleaup presets in bibtex were not equal to the ones at biblatex. i fixed that:  before in bibtex:  ![old](  after in bibtex:  ![new](https://user-images.ent.com/1366654/40278311-08127802-5c2f-11e8-93b7-31fe4772c137.png)
4040;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;convert shareddatabaseconnect dialog to javafx;connection works so far.  no more freezes regarding addtabs. in basepanel somehow the dialog looks odd  @tobiasdiez  any idea what is missing? the checkboxes are not visible correct. i just see that it looks really odd in he maintable-beta branch  too. e..g. int he event log  edit// the conection and the synchronization seems to be working.    fixes: #3419   postgressql database connection now supports ssl  todo for documentaition: create and configure server certs   convert to keystore format   (  currently i only tested it with postgressql  but i see that mysql should also work              ( (         ----  todo:  - check conflict merge dialog   -   -   -  -   () -  ( -   ( []()?)
4043;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;add  add braces  formatter;in the context using springer s default bst file  the  title casing  feature of bibtex is not desired. when working with persons quickly creating their bibliography  the solution is to put  {}  around the  title  field. up to now  jabref supports the inverse feature by the  removebracesformatter . this pr adds the  addbracesformatter . i am very aware that the other formatters such as our  org.jabref.logic.formatter.casechanger.protecttermsformatter . however  that formatter relies on a fixed list of terms  whereas this  addbracesformater   just works  (under some assumptions).  ----  -   -   -  -   () -  ( -   ( []()?)
4044;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;streamline formatter implementation;this builds on  and streamlines the code of the  formatter  framework a bit.  - introduce abstractformatter to ensure that  hashcode  and  equals  are implemented the same way - introduce a test to ensure that  getkey()  returns a unique key
